,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,country_code
466,Other,Ethiopia,Washed / Wet,2016,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,0,231
467,Other,Others,Washed / Wet,2015,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,0.11,608
468,Other,Others,Washed / Wet,2014,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,0,608
469,Typica,Mexico,Natural / Dry,2015,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,0.13,484
470,Bourbon,Mexico,Washed / Wet,2015,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,0.12,484
471,Other,Brazil,Semi-washed / Semi-pulped,2015,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,0.11,76
472,Other,Uganda,Washed / Wet,2013,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,0.12,800
473,Other,Uganda,Washed / Wet,2013,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,0.12,800
474,Bourbon,Guatemala,Washed / Wet,2014,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,0.1,320
475,Caturra,Guatemala,Natural / Dry,2014,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,0.1,320
476,Caturra,Guatemala,Washed / Wet,2012,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,0.1,320
477,Caturra,Colombia,Washed / Wet,2013,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,0.11,170
478,Caturra,Colombia,Natural / Dry,2013,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,0,170
479,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,0.11,320
480,Other,Colombia,Washed / Wet,2013,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,0.11,170
481,Typica,Mexico,Natural / Dry,2012,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,0.1,484
482,Typica,Mexico,Washed / Wet,2012,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,0.14,484
483,Caturra,Colombia,Washed / Wet,2011,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,0.15,170
484,Caturra,Thailand,Washed / Wet,2012,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,0,764
485,Other,Others,Washed / Wet,2017,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,0.1,404
486,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,0.11,320
487,Yellow Bourbon,Brazil,Pulped natural / honey,2015,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,0.11,76
488,Other,Others,Washed / Wet,2016,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,0,222
489,Bourbon,Others,Washed / Wet,2015,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,0.11,646
490,Bourbon,Guatemala,Washed / Wet,2015,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,0.11,320
491,Catuai,Brazil,Natural / Dry,2015,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,0.12,76
492,Other,Colombia,Washed / Wet,2014,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,0,170
493,Other,Others,Other,2014,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,0,840
494,Bourbon,Guatemala,Washed / Wet,2014,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,0.1,320
495,Typica,Colombia,Natural / Dry,2013,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,0,170
496,Caturra,Colombia,Washed / Wet,2013,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,0.11,170
497,Caturra,Mexico,Washed / Wet,2012,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,0.12,484
498,Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,0.12,484
499,Bourbon,Guatemala,Washed / Wet,2012,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,0.11,320
500,Typica,Mexico,Washed / Wet,2012,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,0.11,484
501,Caturra,Others,Washed / Wet,2011,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,0,222
502,Caturra,Guatemala,Washed / Wet,2012,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,0.1,320
503,Caturra,Guatemala,Washed / Wet,2017,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,0.11,320
504,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,0.11,320
505,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,0.1,320
506,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,0.1,320
507,Other,Others,Other,2017,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,0.12,360
508,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,0.12,320
509,Bourbon,Others,Washed / Wet,2017,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,0,222
510,Caturra,Costa Rica,Washed / Wet,2016,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,0.09,188
511,Caturra,Honduras,Natural / Dry,2017,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,0.09,340
512,Yellow Bourbon,Brazil,Pulped natural / honey,2015,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,0.11,76
513,Other,Others,Natural / Dry,2015,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,0.1,156
514,Other,Others,Washed / Wet,2015,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,0.11,156
515,Caturra,Colombia,Washed / Wet,2014,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,0,170
516,Other,Others,Washed / Wet,2014,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,0.12,454
517,Other,Guatemala,Washed / Wet,2014,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,0.13,320
518,Typica,Colombia,Washed / Wet,2014,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,0.12,170
519,Caturra,Colombia,Washed / Wet,2013,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,0.1,170
520,Typica,Mexico,Washed / Wet,2013,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,0.12,484
521,Typica,Mexico,Washed / Wet,2012,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,0.12,484
522,Typica,Mexico,Natural / Dry,2012,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,0.12,484
523,Caturra,Colombia,Washed / Wet,2012,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,0,170
524,Caturra,Colombia,Washed / Wet,2012,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,0.11,170
525,Catuai,Others,Washed / Wet,2012,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,0,591
526,Bourbon,Brazil,Natural / Dry,2018,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,0,76
527,Bourbon,Brazil,Natural / Dry,2016,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,0.11,76
528,Other,Others,Washed / Wet,2016,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,0,222
529,Caturra,Mexico,Washed / Wet,2016,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,0.11,484
530,Caturra,Colombia,Washed / Wet,2015,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,0,170
531,Yellow Bourbon,Brazil,Natural / Dry,2016,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,0,76
532,Catuai,Brazil,Natural / Dry,2014,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,0.12,76
533,Typica,Mexico,Natural / Dry,2014,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,0.11,484
534,Other,Uganda,Washed / Wet,2013,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,0.12,800
535,Caturra,Thailand,Washed / Wet,2013,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,0.11,764
536,Caturra,Colombia,Washed / Wet,2012,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,0.11,170
537,Other,Others,Washed / Wet,2012,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,0,222
538,Caturra,Guatemala,Washed / Wet,2012,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,0.11,320
539,Other,Thailand,Washed / Wet,2012,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,0.12,764
540,Other,Mexico,Washed / Wet,2012,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,484
541,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,0.12,484
542,Caturra,Colombia,Washed / Wet,2011,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,0.11,170
543,Other,Mexico,Washed / Wet,2011,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,0,484
544,Caturra,Colombia,Washed / Wet,2010,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,0.08,170
545,Caturra,Colombia,Washed / Wet,2010,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,0.21,170
546,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1,320
547,Caturra,Brazil,Pulped natural / honey,2016,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,0.11,76
548,Caturra,Brazil,Washed / Wet,2016,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,0,76
549,Typica,Others,Semi-washed / Semi-pulped,2015,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,0.13,360
550,Caturra,Thailand,Washed / Wet,2014,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,0.12,764
551,Caturra,Thailand,Washed / Wet,2014,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,0.12,764
552,Other,Uganda,Natural / Dry,2013,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,0.12,800
553,Catuai,Costa Rica,Washed / Wet,2013,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,0.11,188
554,Caturra,Mexico,Washed / Wet,2014,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,0,484
555,Caturra,Guatemala,Natural / Dry,2012,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,0,320
556,Caturra,Colombia,Washed / Wet,2013,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,0.11,170
557,Caturra,Colombia,Washed / Wet,2012,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,0.11,170
558,Caturra,Colombia,Washed / Wet,2013,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,0.11,170
559,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,484
560,Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,0.12,484
561,Caturra,Colombia,Washed / Wet,2012,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,0.11,170
562,Mundo Novo,Brazil,Washed / Wet,2011,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,0,76
563,Bourbon,Brazil,Natural / Dry,2018,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,0.11,76
564,Other,Others,Washed / Wet,2017,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,0.11,360
565,Caturra,Honduras,Washed / Wet,2017,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.1,340
566,Bourbon,Guatemala,Washed / Wet,2016,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,0.1,320
567,Caturra,Thailand,Washed / Wet,2014,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,0.12,764
568,Caturra,Thailand,Washed / Wet,2014,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,0.11,764
569,Other,Mexico,Washed / Wet,2013,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,0,484
570,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,0.11,76
571,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,0.12,320
572,Caturra,Colombia,Washed / Wet,2013,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,0.11,170
573,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,0.11,320
574,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,0.13,484
575,Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,0.12,484
576,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,0.11,484
577,Caturra,Guatemala,Natural / Dry,2012,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,0.11,320
578,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,0,76
579,Caturra,Colombia,Washed / Wet,2012,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,0.11,170
580,Caturra,Guatemala,Washed / Wet,2012,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,0.01,320
581,Other,Honduras,Washed / Wet,2017,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,0.12,340
582,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,0.1,320
583,Bourbon,Guatemala,Washed / Wet,2016,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,0.12,320
584,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,0.12,320
585,Caturra,Guatemala,Washed / Wet,2017,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,0.11,320
586,Caturra,Colombia,Washed / Wet,2016,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,0.11,170
587,Other,Others,Washed / Wet,2015,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,0.1,156
588,Caturra,Brazil,Washed / Wet,2016,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,0.11,76
589,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,0,76
590,Caturra,Guatemala,Washed / Wet,2013,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,0.1,320
591,Typica,Mexico,Washed / Wet,2014,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,484
592,Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,0.12,76
593,Caturra,Others,Washed / Wet,2013,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,0,604
594,Yellow Bourbon,Brazil,Natural / Dry,2014,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,0,76
595,Bourbon,Mexico,Washed / Wet,2013,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,0.12,484
596,Caturra,Honduras,Washed / Wet,2012,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0.09,340
597,Caturra,Colombia,Washed / Wet,2013,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,0.11,170
598,Typica,Mexico,Washed / Wet,2013,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,0.12,484
599,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,0.13,484
600,Typica,Mexico,Washed / Wet,2012,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,0.14,484
601,Caturra,Mexico,Washed / Wet,2012,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,0.13,484
602,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.11,484
603,Other,Mexico,Washed / Wet,2012,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,0.14,484
604,Caturra,Mexico,Washed / Wet,2012,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,0.11,484
605,Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,0.13,484
606,Typica,Mexico,Washed / Wet,2012,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,0.12,484
607,Caturra,Colombia,Natural / Dry,2012,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,0,170
608,Other,Brazil,Natural / Dry,2012,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,0.11,76
609,Caturra,Colombia,Washed / Wet,2011,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,0,170
610,Caturra,Colombia,Washed / Wet,2011,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,0.02,170
611,Caturra,Honduras,Washed / Wet,2017,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,0.1,340
612,Catuai,Brazil,Natural / Dry,2016,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,0.11,76
613,Caturra,Brazil,Natural / Dry,2017,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,0.11,76
614,Bourbon,Brazil,Natural / Dry,2016,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,0.11,76
615,Caturra,Costa Rica,Washed / Wet,2015,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,0.1,188
616,Catuai,Costa Rica,Washed / Wet,2015,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,0,188
617,Other,Others,Pulped natural / honey,2015,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0.12,156
618,Bourbon,Brazil,Natural / Dry,2016,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,0.07,76
619,Mundo Novo,Brazil,Natural / Dry,2015,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,0.11,76
620,Bourbon,Guatemala,Washed / Wet,2015,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,0.1,320
621,Other,Others,Washed / Wet,2014,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,0.12,454
622,Bourbon,Brazil,Natural / Dry,2015,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,0.11,76
623,Other,Guatemala,Washed / Wet,2014,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0.12,320
624,Caturra,Mexico,Washed / Wet,2014,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0.11,484
625,Caturra,Colombia,Washed / Wet,2013,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,0.1,170
626,Bourbon,Guatemala,Washed / Wet,2013,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0.12,320
627,Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,0,170
628,Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,0.12,484
629,Caturra,Costa Rica,Washed / Wet,2012,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0,188
630,Bourbon,Guatemala,Washed / Wet,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0.11,320
631,Typica,Mexico,Natural / Dry,2012,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,0.15,484
632,Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,0.13,484
633,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0.1,320
634,Mundo Novo,Brazil,Natural / Dry,2012,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0.12,76
635,Typica,Mexico,Washed / Wet,2012,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,0.11,484
636,Mundo Novo,Brazil,Washed / Wet,2012,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,0.11,76
637,Caturra,Colombia,Natural / Dry,2012,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,0,170
638,Catuai,Brazil,Washed / Wet,2012,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0.09,76
639,Other,Guatemala,Washed / Wet,2016,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0.11,320
640,Yellow Bourbon,Brazil,Natural / Dry,2016,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,0,76
641,Bourbon,Others,Washed / Wet,2014,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,222
642,Catuai,Honduras,Washed / Wet,2015,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,0.11,340
643,Other,Others,Washed / Wet,2014,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,0.13,454
644,Bourbon,Brazil,Natural / Dry,2015,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,0.11,76
645,Mundo Novo,Mexico,Washed / Wet,2013,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,0.12,484
646,Bourbon,Mexico,Washed / Wet,2012,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,0.16,484
647,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0.11,320
648,Bourbon,Mexico,Washed / Wet,2012,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,0.13,484
649,Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,0.12,484
650,Other,Others,Washed / Wet,2012,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0,222
651,Typica,Mexico,Washed / Wet,2012,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,0.11,484
652,Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,0.1,484
653,Caturra,Colombia,Washed / Wet,2012,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,0.12,170
654,Caturra,Colombia,Washed / Wet,2012,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,0.11,170
655,Other,Brazil,Natural / Dry,2012,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,0.12,76
656,Caturra,Colombia,Washed / Wet,2012,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,0.22,170
657,Bourbon,Brazil,Natural / Dry,2016,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,0.11,76
658,Caturra,Honduras,Washed / Wet,2015,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,0.11,340
659,Caturra,Others,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,558
660,Yellow Bourbon,Brazil,Natural / Dry,2016,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,0,76
661,Caturra,Thailand,Washed / Wet,2014,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,0.12,764
662,Catuai,Honduras,Washed / Wet,2015,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,0.11,340
663,Bourbon,Guatemala,Washed / Wet,2014,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,0.09,320
664,Mundo Novo,Brazil,Natural / Dry,2014,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,0.12,76
665,Other,Mexico,Washed / Wet,2013,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,0.12,484
666,Other,Mexico,Washed / Wet,2013,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,484
667,Caturra,Colombia,Washed / Wet,2013,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,0,170
668,Typica,Mexico,Washed / Wet,2012,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,0.15,484
669,Caturra,Guatemala,Washed / Wet,2012,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,0.12,320
670,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,0.12,484
671,Typica,Mexico,Washed / Wet,2012,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,484
672,Caturra,Colombia,Washed / Wet,2010,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,0.08,170
673,Bourbon,Others,Washed / Wet,2017,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,0.15,360
674,Caturra,Colombia,Washed / Wet,2016,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,0,170
675,Bourbon,Brazil,Natural / Dry,2016,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,0.11,76
676,Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,0,76
677,Caturra,Costa Rica,Washed / Wet,2015,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,0,188
678,Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,0.11,170
679,Caturra,Costa Rica,Washed / Wet,2013,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,0.11,188
680,Typica,Mexico,Washed / Wet,2012,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,0.13,484
681,Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,0.13,484
682,Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,0.11,484
683,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,0.11,484
684,Caturra,Colombia,Washed / Wet,Jan-11,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,0.08,170
685,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,0.12,340
686,Caturra,Honduras,Natural / Dry,2016,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,0.1,340
