Unnamed: 0,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
595,82.75,Arabica,Typica,Colombia,Washed / Wet,2014,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,0.12
596,82.75,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2013,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,0.1
597,82.75,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2013,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,0.1
598,82.75,Arabica,Caturra,Colombia,Washed / Wet,2013,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,0.1
599,82.75,Arabica,Typica,Mexico,Washed / Wet,2013,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,0.12
600,82.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,0.12
601,82.75,Arabica,Typica,Mexico,Natural / Dry,2012,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,0.12
602,82.75,Arabica,Caturra,Colombia,Washed / Wet,2012,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,0
603,82.75,Arabica,Caturra,Colombia,Washed / Wet,2012,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,0.11
604,82.75,Arabica,Hawaiian Kona,United States (Hawaii),Washed / Wet,2012,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,0.12
605,82.75,Arabica,Catuai,Others,Washed / Wet,2012,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,0
606,82.75,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,0
607,82.67,Arabica,Bourbon,Brazil,Natural / Dry,2018,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,0
608,82.67,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,0.11
609,82.67,Arabica,Other,Others,Washed / Wet,2015,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,0.13
610,82.67,Arabica,Other,Others,Washed / Wet,2016,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,0
611,82.67,Arabica,Caturra,Mexico,Washed / Wet,2016,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,0.11
612,82.67,Arabica,Caturra,Colombia,Washed / Wet,2015,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,0
613,82.67,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,0
614,82.67,Arabica,Catuai,Brazil,Natural / Dry,2014,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,0.12
615,82.67,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,0.12
616,82.67,Arabica,Bourbon,"Tanzania, United Republic Of",Washed / Wet,2014,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,0.12
617,82.67,Arabica,Typica,Taiwan,Washed / Wet,2014,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,0.08
618,82.67,Arabica,Typica,Mexico,Natural / Dry,2014,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,0.11
619,82.67,Arabica,Other,Uganda,Washed / Wet,2013,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,0.12
620,82.67,Arabica,Typica,Taiwan,Washed / Wet,2014,7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5,0.11
621,82.67,Arabica,Caturra,Thailand,Washed / Wet,2013,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,0.11
622,82.67,Arabica,Caturra,Colombia,Washed / Wet,2012,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,0.11
623,82.67,Arabica,Other,Others,Washed / Wet,2012,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,0
624,82.67,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,0.11
625,82.67,Arabica,Other,Thailand,Washed / Wet,2012,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,0.12
626,82.67,Arabica,Other,Mexico,Washed / Wet,2012,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11
627,82.67,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,0.12
628,82.67,Arabica,Caturra,Colombia,Washed / Wet,2011,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,0.11
629,82.67,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58,0.03
630,82.67,Arabica,Other,Mexico,Washed / Wet,2011,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,0
631,82.67,Arabica,Caturra,Colombia,Washed / Wet,2010,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,0.08
632,82.67,Arabica,Caturra,Colombia,Washed / Wet,2010,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,0.21
633,82.58,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1
634,82.58,Arabica,Typica,Taiwan,Pulped natural / honey,2016,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,0.11
635,82.58,Arabica,Caturra,Brazil,Pulped natural / honey,2016,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,0.11
636,82.58,Arabica,Caturra,Taiwan,Washed / Wet,2017,7.25,7.25,7,7.08,7,7,10,10,10,10,0.11
637,82.58,Arabica,Caturra,Brazil,Washed / Wet,2016,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,0
638,82.58,Arabica,Typica,Others,Semi-washed / Semi-pulped,2015,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,0.13
639,82.58,Arabica,Caturra,Thailand,Washed / Wet,2014,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,0.12
640,82.58,Arabica,Caturra,Thailand,Washed / Wet,2014,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,0.12
641,82.58,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,0.12
642,82.58,Arabica,Other,Uganda,Natural / Dry,2013,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,0.12
643,82.58,Arabica,Catuai,Costa Rica,Washed / Wet,2013,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,0.11
644,82.58,Arabica,Caturra,Mexico,Washed / Wet,2014,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,0
645,82.58,Arabica,Caturra,Guatemala,Natural / Dry,2012,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,0
646,82.58,Arabica,Caturra,Colombia,Washed / Wet,2013,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,0.11
647,82.58,Arabica,Caturra,Colombia,Washed / Wet,2012,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,0.11
648,82.58,Arabica,Caturra,Colombia,Washed / Wet,2013,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,0.11
649,82.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1
650,82.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,0.12
651,82.58,Arabica,Caturra,Colombia,Washed / Wet,2012,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,0.11
652,82.58,Arabica,Mundo Novo,Brazil,Washed / Wet,2011,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,0
653,82.5,Arabica,Bourbon,Brazil,Natural / Dry,2018,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,0.11
654,82.5,Arabica,Other,Others,Washed / Wet,2017,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,0.11
655,82.5,Arabica,Caturra,Honduras,Washed / Wet,2017,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.1
656,82.5,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,0.1
657,82.5,Arabica,Caturra,Thailand,Washed / Wet,2014,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,0.12
658,82.5,Arabica,Caturra,Thailand,Washed / Wet,2014,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,0.11
659,82.5,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,0.12
660,82.5,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,0.12
661,82.5,Arabica,Other,Mexico,Washed / Wet,2013,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,0
662,82.5,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,0.11
663,82.5,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,0.12
664,82.5,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,0.11
665,82.5,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,0.11
666,82.5,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,0.13
667,82.5,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,0.12
668,82.5,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,0.11
669,82.5,Arabica,Caturra,Guatemala,Natural / Dry,2012,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,0.11
670,82.5,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,0
671,82.5,Arabica,Caturra,Colombia,Washed / Wet,2012,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,0.11
672,82.5,Arabica,Hawaiian Kona,United States (Hawaii),Washed / Wet,2012,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,0.12
673,82.5,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,0.01
674,82.42,Arabica,Other,Honduras,Washed / Wet,2017,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,0.12
675,82.42,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,0.1
676,82.42,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,0.12
677,82.42,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,0.12
678,82.42,Arabica,Caturra,Guatemala,Washed / Wet,2017,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,0.11
679,82.42,Arabica,Caturra,Colombia,Washed / Wet,2016,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,0.11
680,82.42,Arabica,Other,Others,Washed / Wet,2015,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,0.1
681,82.42,Arabica,Caturra,Brazil,Washed / Wet,2016,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,0.11
682,82.42,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2016,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,0.13
683,82.42,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,0
684,82.42,Arabica,Caturra,Guatemala,Washed / Wet,2013,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,0.1
685,82.42,Arabica,Typica,Mexico,Washed / Wet,2014,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11
686,82.42,Arabica,Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,0.12
687,82.42,Arabica,Caturra,Others,Washed / Wet,2013,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,0
688,82.42,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2014,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,0
689,82.42,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,0.12
690,82.42,Arabica,Caturra,Honduras,Washed / Wet,2012,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0.09
691,82.42,Arabica,Caturra,Colombia,Washed / Wet,2013,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,0.11
692,82.42,Arabica,Typica,Mexico,Washed / Wet,2013,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,0.12
693,82.42,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,0.13
694,82.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,0.14
695,82.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,0.13
696,82.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.11
697,82.42,Arabica,Other,Mexico,Washed / Wet,2012,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,0.14
698,82.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,0.11
699,82.42,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,0.13
700,82.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,0.12
701,82.42,Arabica,Caturra,Colombia,Natural / Dry,2012,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,0
702,82.42,Arabica,Other,Brazil,Natural / Dry,2012,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,0.11
703,82.42,Arabica,Caturra,Colombia,Washed / Wet,2011,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,0
704,82.42,Arabica,Caturra,Colombia,Washed / Wet,2011,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,0.02
705,82.33,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,0.1
706,82.33,Arabica,Catuai,Brazil,Natural / Dry,2016,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,0.11
707,82.33,Arabica,Caturra,Brazil,Natural / Dry,2017,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,0.11
708,82.33,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,0.11
709,82.33,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,0.1
710,82.33,Arabica,Catuai,Costa Rica,Washed / Wet,2015,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,0
711,82.33,Arabica,Other,Others,Pulped natural / honey,2015,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0.12
712,82.33,Arabica,Bourbon,Brazil,Natural / Dry,2016,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,0.07
713,82.33,Arabica,Mundo Novo,Brazil,Natural / Dry,2015,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,0.11
714,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2015,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,0.1
715,82.33,Arabica,Other,Others,Washed / Wet,2014,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,0.12
716,82.33,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,0.11
717,82.33,Arabica,Other,Guatemala,Washed / Wet,2014,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0.12
718,82.33,Arabica,Caturra,Mexico,Washed / Wet,2014,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0.11
719,82.33,Arabica,Caturra,Colombia,Washed / Wet,2013,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,0.1
720,82.33,Arabica,Typica,Taiwan,Semi-washed / Semi-pulped,2014,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11
721,82.33,Arabica,Typica,Taiwan,Washed / Wet,2014,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11
722,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0.12
723,82.33,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,0
724,82.33,Arabica,Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,0.12
725,82.33,Arabica,Caturra,Costa Rica,Washed / Wet,2012,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0
726,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0.11
727,82.33,Arabica,Typica,Mexico,Natural / Dry,2012,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,0.15
728,82.33,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,0.13
729,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0.1
730,82.33,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0.12
731,82.33,Arabica,Typica,Mexico,Washed / Wet,2012,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,0.11
732,82.33,Arabica,Mundo Novo,Brazil,Washed / Wet,2012,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,0.11
733,82.33,Arabica,Caturra,Colombia,Natural / Dry,2012,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,0
734,82.25,Arabica,Catuai,Brazil,Washed / Wet,2012,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0.09
735,82.25,Arabica,Caturra,Taiwan,Washed / Wet,2017,7,7.08,7,7.17,7,7,10,10,10,10,0.1
736,82.25,Arabica,Other,Guatemala,Washed / Wet,2016,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0.11
737,82.25,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,0
738,82.25,Arabica,Bourbon,Others,Washed / Wet,2014,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12
739,82.25,Arabica,Catuai,Honduras,Washed / Wet,2015,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,0.11
740,82.25,Arabica,Other,Others,Washed / Wet,2014,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,0.13
741,82.25,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,0.11
742,82.25,Arabica,Typica,Taiwan,Washed / Wet,2014,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,0.11
743,82.25,Arabica,Mundo Novo,Mexico,Washed / Wet,2013,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,0.12
744,82.25,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2013,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,0
745,82.25,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,0.16
746,82.25,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0.11
747,82.25,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,0.13
748,82.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,0.12
749,82.25,Arabica,Other,Others,Washed / Wet,2012,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0
750,82.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,0.11
751,82.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,0.1
752,82.25,Arabica,Caturra,Colombia,Washed / Wet,2012,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,0.12
753,82.25,Arabica,Caturra,Colombia,Washed / Wet,2012,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,0.11
754,82.25,Arabica,Other,Brazil,Natural / Dry,2012,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,0.12
755,82.25,Arabica,Caturra,Colombia,Washed / Wet,2012,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,0.22
756,82.17,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,0.11
757,82.17,Arabica,Caturra,Honduras,Washed / Wet,2015,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,0.11
758,82.17,Arabica,Caturra,Others,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1
759,82.17,Arabica,Bourbon,"Tanzania, United Republic Of",Washed / Wet,2015,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0.13
760,82.17,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2016,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,0.12
761,82.17,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,0
762,82.17,Arabica,Caturra,Thailand,Washed / Wet,2014,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,0.12
763,82.17,Arabica,Catuai,Honduras,Washed / Wet,2015,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,0.11
764,82.17,Arabica,Bourbon,Guatemala,Washed / Wet,2014,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,0.09
765,82.17,Arabica,Mundo Novo,Brazil,Natural / Dry,2014,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,0.12
766,82.17,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,0.12
767,82.17,Arabica,Other,Mexico,Washed / Wet,2013,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,0.12
768,82.17,Arabica,Other,Mexico,Washed / Wet,2013,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1
769,82.17,Arabica,Typica,Taiwan,Other,2014,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,0.11
770,82.17,Arabica,Typica,Taiwan,Washed / Wet,2012,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,0
771,82.17,Arabica,Caturra,Colombia,Washed / Wet,2013,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,0
772,82.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,0.15
773,82.17,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,0.12
774,82.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,0.12
775,82.17,Arabica,Typica,Mexico,Washed / Wet,2012,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1
776,82.17,Arabica,Caturra,Colombia,Washed / Wet,2010,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,0.08
777,82.08,Arabica,Bourbon,Others,Washed / Wet,2017,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,0.15
778,82.08,Arabica,Caturra,Colombia,Washed / Wet,2016,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,0
779,82.08,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,0.11
780,82.08,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,0
781,82.08,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,0
782,82.08,Arabica,Bourbon,"Tanzania, United Republic Of",Washed / Wet,2014,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,0.12
783,82.08,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,0.12
784,82.08,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,0.11
785,82.08,Arabica,Caturra,Costa Rica,Washed / Wet,2013,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,0.11
786,82.08,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2012,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,0.11
787,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,0.13
788,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,0.13
789,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,0.11
790,82.08,Arabica,Other,Others,Natural / Dry,2012,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,0.12
